ITEM,Departamento,Municipio,Año,Mes,Contrato,Campo,Tipo Prod,Tipo Hidrocarburo,Precio Hidrocarburo USD,Porc Regalia,Prod. Gravable Bls/Kpc,Volumen Regalia Bls/Kpc,Regalias COP,Trm Promedio,Regimen Reg
2579,CASANARE,AGUAZUL,2017,5,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,I,G,3.59,0.08,41727.65,3362.68,35249604.02,2923.61,Ley 756 8% variable
2580,CASANARE,AGUAZUL,2017,5,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,QB,G,3.59,0.2,45.91,9.18,96250.92,2923.61,Ley 141 20%
2581,CASANARE,AGUAZUL,2017,5,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,QB,G,3.59,0.12,45.91,5.51,57750.76,2923.61,ARTICULO 39 LEY 756
2582,CASANARE,AGUAZUL,2017,5,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,QI,G,3.59,0.08,413.88,33.35,349626.83,2923.61,Ley 756 8% variable
2583,CASANARE,AGUAZUL,2017,5,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,O,44.17,0.2,1097.66,219.53,28349195.42,2923.61,Ley 141 20%
2584,CASANARE,AGUAZUL,2017,5,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,O,44.17,0.12,1097.66,131.72,17009517.3,2923.61,ARTICULO 39 LEY 756
2585,CASANARE,AGUAZUL,2017,5,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,I,O,44.17,0.08,722.73,57.82,7466360.52,2923.61,Ley 756 8% variable
2586,CASANARE,AGUAZUL,2017,5,ECOP-SDLA-OP-DIRECTA,CUPIAGUA SUR,B,G,4.02,0.2,681.69,136.34,1602726.98,2923.61,Ley 141 20%
2587,CASANARE,AGUAZUL,2017,5,ECOP-SDLA-OP-DIRECTA,CUPIAGUA SUR,B,G,4.02,0.12,681.69,81.8,961636.37,2923.61,ARTICULO 39 LEY 756
2588,CASANARE,AGUAZUL,2017,5,ECOP-SDLA-OP-DIRECTA,CUPIAGUA SUR,QB,G,4.02,0.2,1809.95,361.99,4255389.03,2923.61,Ley 141 20%
2589,CASANARE,AGUAZUL,2017,5,ECOP-SDLA-OP-DIRECTA,CUPIAGUA SUR,QB,G,4.02,0.12,1809.95,217.19,2553233.5,2923.61,ARTICULO 39 LEY 756
3305,CASANARE,MANI,2017,3,PUNTERO,MANATUS,B,O,0,0.08,0,0,0,2942.29,Ley 756 8% variable
2590,CASANARE,AGUAZUL,2017,5,ECOP-SDLA-OP-DIRECTA,CUPIAGUA SUR,B,O,43.46,0.2,24639.54,4927.91,626114503.08,2923.61,Ley 141 20%
2591,CASANARE,AGUAZUL,2017,5,ECOP-SDLA-OP-DIRECTA,CUPIAGUA SUR,B,O,43.46,0.12,24639.54,2956.74,375668702.3,2923.61,ARTICULO 39 LEY 756
2592,CASANARE,AGUAZUL,2017,5,ECOP-SDLA-OP-DIRECTA,CUPIAGUA SUR,I,O,43.46,0.08,16836.3,1346.9,171130655.99,2923.61,Ley 756 8% variable
2593,CASANARE,AGUAZUL,2017,5,ECOP-SDLA-OP-DIRECTA,CUPIAGUA SUR,B,G,4.02,0.2,114.08,22.82,268214.46,2923.61,Ley 141 20%
2594,CASANARE,AGUAZUL,2017,5,ECOP-SDLA-OP-DIRECTA,CUPIAGUA SUR,B,G,4.02,0.12,114.08,13.69,160928.69,2923.61,ARTICULO 39 LEY 756
2595,CASANARE,AGUAZUL,2017,5,ECOP-SDLA-OP-DIRECTA,CUPIAGUA SUR,QB,G,4.02,0.2,153.03,30.61,359790.1,2923.61,Ley 141 20%
2596,CASANARE,AGUAZUL,2017,5,ECOP-SDLA-OP-DIRECTA,CUPIAGUA SUR,QB,G,4.02,0.12,153.03,18.36,215874.1,2923.61,ARTICULO 39 LEY 756
2597,CASANARE,AGUAZUL,2017,5,ECOP-SDLA-OP-DIRECTA,CUPIAGUA SUR,B,O,43.46,0.2,5355.42,1071.08,136086392.82,2923.61,Ley 141 20%
2598,CASANARE,AGUAZUL,2017,5,ECOP-SDLA-OP-DIRECTA,CUPIAGUA SUR,B,O,43.46,0.12,5355.42,642.65,81651836.1,2923.61,ARTICULO 39 LEY 756
2599,CASANARE,AGUAZUL,2017,5,ECOP-SDLA-OP-DIRECTA,CUPIAGUA SUR,I,O,43.46,0.08,3651.2,292.1,37112207.02,2923.61,Ley 756 8% variable
2600,CASANARE,AGUAZUL,2017,5,RECETOR EQUION,CUPIAGUA LIRIA,B,O,43.01,0.2,104126,20825.2,2618787601.27,2923.61,Ley 141 20%
2601,CASANARE,AGUAZUL,2017,5,RECETOR EQUION,CUPIAGUA LIRIA,B,O,43.01,0.12,104126,12495.12,0,2923.61,ARTICULO 39 LEY 756
2602,CASANARE,AGUAZUL,2017,5,RIO CHITAMENA,CUSIANA,B,G,3.66,0.2,147940.77,29588.15,316968773.38,2923.61,Ley 141 20%
2603,CASANARE,AGUAZUL,2017,5,RIO CHITAMENA,CUSIANA,QB,G,3.66,0.2,91.35,18.27,195720.53,2923.61,Ley 141 20%
2604,CASANARE,AGUAZUL,2017,5,RIO CHITAMENA,CUSIANA,B,O,42.76,0.2,13358.5,2671.7,333977647.5,2923.61,Ley 141 20%
2605,CASANARE,AGUAZUL,2017,5,TAURAMENA,CUSIANA,B,G,3.66,0.2,134894.78,26978.96,289017239.45,2923.61,Ley 141 20%
2606,CASANARE,AGUAZUL,2017,5,TAURAMENA,CUSIANA,QB,G,3.66,0.2,83.42,16.68,178730.32,2923.61,Ley 141 20%
2607,CASANARE,AGUAZUL,2017,5,TAURAMENA,CUSIANA,B,O,42.76,0.2,542.4,108.48,13560614.91,2923.61,Ley 141 20%
2608,CASANARE,AGUAZUL,2017,5,TAURAMENA,CUSIANA,B,G,3.66,0.2,275251.88,55050.38,589737709.45,2923.61,Ley 141 20%
2609,CASANARE,AGUAZUL,2017,5,TAURAMENA,CUSIANA,QB,G,3.66,0.2,173.64,34.73,372030.16,2923.61,Ley 141 20%
2610,CASANARE,AGUAZUL,2017,5,TAURAMENA,CUSIANA,B,O,42.76,0.2,6918.08,1383.62,172959844.14,2923.61,Ley 141 20%
2611,CASANARE,AGUAZUL,2017,5,TAURAMENA,CUSIANA,B,G,3.66,0.2,76117.68,15223.54,163085048.53,2923.61,Ley 141 20%
2612,CASANARE,AGUAZUL,2017,5,TAURAMENA,CUSIANA,QB,G,3.66,0.2,59.65,11.93,127802.1,2923.61,Ley 141 20%
2613,CASANARE,AGUAZUL,2017,5,TAURAMENA,CUSIANA,B,O,42.76,0.2,8760.03,1752.01,219010682.92,2923.61,Ley 141 20%
2614,CASANARE,AGUAZUL,2017,6,CASANARE,LA GLORIA,B,O,33.11,0.2,8101.93,1620.39,158634543.37,2957.1,Ley 141 20%
2615,CASANARE,AGUAZUL,2017,6,CUSIANA NORTE,CUSIANA NORTE,B,G,3.53,0.2,52554.62,10510.92,109852594.3,2957.1,Ley 141 20%
2616,CASANARE,AGUAZUL,2017,6,CUSIANA NORTE,CUSIANA NORTE,B,O,43.83,0.2,6132.44,1226.49,158978877.34,2957.1,Ley 141 20%
2617,CASANARE,AGUAZUL,2017,6,CUSIANA NORTE,CUSIANA NORTE,B,G,3.53,0.2,204649.52,40929.9,427769826.65,2957.1,Ley 141 20%
2618,CASANARE,AGUAZUL,2017,6,CUSIANA NORTE,CUSIANA NORTE,B,O,43.83,0.2,8157.54,1631.51,211478066.68,2957.1,Ley 141 20%
2619,CASANARE,AGUAZUL,2017,6,CUSIANA NORTE,CUSIANA NORTE,B,G,3.53,0.2,166207.57,33241.51,347416321.37,2957.1,Ley 141 20%
2620,CASANARE,AGUAZUL,2017,6,CUSIANA NORTE,CUSIANA NORTE,B,O,43.83,0.2,4914,982.8,127391740.61,2957.1,Ley 141 20%
2621,CASANARE,AGUAZUL,2017,6,CUSIANA NORTE,CUSIANA NORTE,B,G,3.53,0.2,1564986.94,312997.39,3271222881.02,2957.1,Ley 141 20%
2622,CASANARE,AGUAZUL,2017,6,CUSIANA NORTE,CUSIANA NORTE,B,O,43.83,0.2,17804.58,3560.92,461570296.5,2957.1,Ley 141 20%
2623,CASANARE,AGUAZUL,2017,6,E&P LLANOS 22,RAMIRIQUI,B,G,3.92,0.06,65871.71,4215.79,48816363.54,2957.1,Ley 756 8% variable
2624,CASANARE,AGUAZUL,2017,6,E&P LLANOS 22,RAMIRIQUI,QB,G,3.92,0.06,54073.5,3460.7,40072918.02,2957.1,Ley 756 8% variable
2625,CASANARE,AGUAZUL,2017,6,E&P LLANOS 22,RAMIRIQUI,B,O,36.54,0.08,76835.8,6146.86,664158168.93,2957.1,Ley 756 8% variable
2626,CASANARE,AGUAZUL,2017,6,E&P LLANOS 26,RUMBA,QB,G,4.59,0.06,13.89,0.89,12075.9,2957.1,Ley 756 8% variable
2627,CASANARE,AGUAZUL,2017,6,E&P LLANOS 26,RUMBA,B,O,34.26,0.08,86907,6952.56,704427242.18,2957.1,Ley 756 8% variable
2628,CASANARE,AGUAZUL,2017,6,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,G,3.6,0.2,516.83,103.37,1101366.84,2957.1,Ley 141 20%
2629,CASANARE,AGUAZUL,2017,6,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,G,3.6,0.12,516.83,62.02,660820.24,2957.1,ARTICULO 39 LEY 756
2630,CASANARE,AGUAZUL,2017,6,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,I,G,3.6,0.08,520721.99,39857.28,424680197.51,2957.1,Ley 756 8% variable
2631,CASANARE,AGUAZUL,2017,6,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,O,44.56,0.2,17416.43,3483.29,458993119.09,2957.1,Ley 141 20%
2632,CASANARE,AGUAZUL,2017,6,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,O,44.56,0.12,17416.43,2089.97,275395871.77,2957.1,ARTICULO 39 LEY 756
2633,CASANARE,AGUAZUL,2017,6,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,I,O,44.56,0.08,11095.52,887.64,116964666.79,2957.1,Ley 756 8% variable
2634,CASANARE,AGUAZUL,2017,6,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,G,3.6,0.2,129,25.8,274899.23,2957.1,Ley 141 20%
2635,CASANARE,AGUAZUL,2017,6,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,G,3.6,0.12,129,15.48,164939.76,2957.1,ARTICULO 39 LEY 756
2636,CASANARE,AGUAZUL,2017,6,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,I,G,3.6,0.08,129853,9939.25,105902955.42,2957.1,Ley 756 8% variable
2637,CASANARE,AGUAZUL,2017,6,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,O,44.56,0.2,4586,917.2,120859581.29,2957.1,Ley 141 20%
2638,CASANARE,AGUAZUL,2017,6,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,O,44.56,0.12,4586,550.32,72515749.09,2957.1,ARTICULO 39 LEY 756
2639,CASANARE,AGUAZUL,2017,6,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,I,O,44.56,0.08,2922,233.76,30802590.32,2957.1,Ley 756 8% variable
2640,CASANARE,AGUAZUL,2017,6,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,G,3.6,0.2,193.38,38.68,412093.59,2957.1,Ley 141 20%
2641,CASANARE,AGUAZUL,2017,6,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,G,3.6,0.12,193.38,23.21,247256.2,2957.1,ARTICULO 39 LEY 756
2642,CASANARE,AGUAZUL,2017,6,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,I,G,3.6,0.08,194931.47,14920.51,158978373.7,2957.1,Ley 756 8% variable
2643,CASANARE,AGUAZUL,2017,6,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,O,44.56,0.2,15382.5,3076.5,405390867.27,2957.1,Ley 141 20%
2644,CASANARE,AGUAZUL,2017,6,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,O,44.56,0.12,15382.5,1845.9,243234520.37,2957.1,ARTICULO 39 LEY 756
2645,CASANARE,AGUAZUL,2017,6,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,I,O,44.56,0.08,9799.61,783.97,103303686.36,2957.1,Ley 756 8% variable
2646,CASANARE,AGUAZUL,2017,6,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,G,3.6,0.2,15.3,3.06,32604.12,2957.1,Ley 141 20%
2647,CASANARE,AGUAZUL,2017,6,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,G,3.6,0.12,15.3,1.84,19562.62,2957.1,ARTICULO 39 LEY 756
2648,CASANARE,AGUAZUL,2017,6,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,I,G,3.6,0.08,15135.56,1158.51,12343962.18,2957.1,Ley 756 8% variable
2649,CASANARE,AGUAZUL,2017,6,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,O,44.56,0.2,634.39,126.88,16718732.87,2957.1,Ley 141 20%
2650,CASANARE,AGUAZUL,2017,6,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,O,44.56,0.12,634.39,76.13,10031239.87,2957.1,ARTICULO 39 LEY 756
2651,CASANARE,AGUAZUL,2017,6,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,I,O,44.56,0.08,404.14,32.33,4260286.98,2957.1,Ley 756 8% variable
2652,CASANARE,AGUAZUL,2017,6,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,G,3.6,0.2,1627.01,325.4,3467165.58,2957.1,Ley 141 20%
2653,CASANARE,AGUAZUL,2017,6,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,G,3.6,0.12,1627.01,195.24,2080299.42,2957.1,ARTICULO 39 LEY 756
2654,CASANARE,AGUAZUL,2017,6,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,I,G,3.6,0.08,1638474.67,125412.68,1336274941.08,2957.1,Ley 756 8% variable
2655,CASANARE,AGUAZUL,2017,6,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,O,44.56,0.2,54354.18,10870.84,1432451693.17,2957.1,Ley 141 20%
2656,CASANARE,AGUAZUL,2017,6,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,O,44.56,0.12,54354.18,6522.5,859471015.9,2957.1,ARTICULO 39 LEY 756
2657,CASANARE,AGUAZUL,2017,6,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,I,O,44.56,0.08,34628.36,2770.27,365038735.83,2957.1,Ley 756 8% variable
2658,CASANARE,AGUAZUL,2017,6,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,G,3.6,0.2,33.39,6.68,71154.18,2957.1,Ley 141 20%
2659,CASANARE,AGUAZUL,2017,6,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,G,3.6,0.12,33.39,4.01,42692.54,2957.1,ARTICULO 39 LEY 756
2660,CASANARE,AGUAZUL,2017,6,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,O,44.56,0.2,1040.62,208.12,27424530.49,2957.1,Ley 141 20%
2661,CASANARE,AGUAZUL,2017,6,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,O,44.56,0.12,1040.62,124.87,16454718.46,2957.1,ARTICULO 39 LEY 756
2662,CASANARE,AGUAZUL,2017,6,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,I,O,44.56,0.08,662.91,53.03,6988140.03,2957.1,Ley 756 8% variable
2663,CASANARE,AGUAZUL,2017,6,ECOP-SDLA-OP-DIRECTA,CUPIAGUA SUR,B,G,4.04,0.2,91.82,18.36,219622.38,2957.1,Ley 141 20%
2664,CASANARE,AGUAZUL,2017,6,ECOP-SDLA-OP-DIRECTA,CUPIAGUA SUR,B,G,4.04,0.12,91.82,11.02,131773.44,2957.1,ARTICULO 39 LEY 756
2665,CASANARE,AGUAZUL,2017,6,ECOP-SDLA-OP-DIRECTA,CUPIAGUA SUR,B,O,44,0.2,5042.4,1008.48,131225296.12,2957.1,Ley 141 20%
2666,CASANARE,AGUAZUL,2017,6,ECOP-SDLA-OP-DIRECTA,CUPIAGUA SUR,B,O,44,0.12,5042.4,605.09,78735177.67,2957.1,ARTICULO 39 LEY 756
2667,CASANARE,AGUAZUL,2017,6,ECOP-SDLA-OP-DIRECTA,CUPIAGUA SUR,I,O,44,0.08,3650.51,292.04,38000892.67,2957.1,Ley 756 8% variable
2668,CASANARE,AGUAZUL,2017,6,ECOP-SDLA-OP-DIRECTA,CUPIAGUA SUR,B,G,4.04,0.2,615.61,123.12,1472464.99,2957.1,Ley 141 20%
2669,CASANARE,AGUAZUL,2017,6,ECOP-SDLA-OP-DIRECTA,CUPIAGUA SUR,B,G,4.04,0.12,615.61,73.87,883479.11,2957.1,ARTICULO 39 LEY 756
2670,CASANARE,AGUAZUL,2017,6,ECOP-SDLA-OP-DIRECTA,CUPIAGUA SUR,B,O,44,0.2,23390.25,4678.05,608716579.89,2957.1,Ley 141 20%
2671,CASANARE,AGUAZUL,2017,6,ECOP-SDLA-OP-DIRECTA,CUPIAGUA SUR,B,O,44,0.12,23390.25,2806.83,365229947.94,2957.1,ARTICULO 39 LEY 756
2672,CASANARE,AGUAZUL,2017,6,ECOP-SDLA-OP-DIRECTA,CUPIAGUA SUR,I,O,44,0.08,16936.47,1354.92,176304401.95,2957.1,Ley 756 8% variable
2673,CASANARE,AGUAZUL,2017,6,RECETOR EQUION,CUPIAGUA LIRIA,B,O,43.48,0.2,108589,21717.8,2792154283.68,2957.1,Ley 141 20%
2674,CASANARE,AGUAZUL,2017,6,RECETOR EQUION,CUPIAGUA LIRIA,B,O,43.48,0.12,108589,13030.68,1675292570.36,2957.1,ARTICULO 39 LEY 756
2675,CASANARE,AGUAZUL,2017,6,RIO CHITAMENA,CUSIANA,B,G,3.53,0.2,140000.5,28000.1,292636843.87,2957.1,Ley 141 20%
2676,CASANARE,AGUAZUL,2017,6,RIO CHITAMENA,CUSIANA,B,O,43.14,0.2,12313.8,2462.76,314157260.98,2957.1,Ley 141 20%
2677,CASANARE,AGUAZUL,2017,6,TAURAMENA,CUSIANA,B,G,3.53,0.2,140626.94,28125.39,293946263.73,2957.1,Ley 141 20%
2678,CASANARE,AGUAZUL,2017,6,TAURAMENA,CUSIANA,B,O,43.14,0.2,535.16,107.03,13653331.51,2957.1,Ley 141 20%
2679,CASANARE,AGUAZUL,2017,6,TAURAMENA,CUSIANA,B,G,3.53,0.2,291992.92,58398.58,610339866.89,2957.1,Ley 141 20%
2680,CASANARE,AGUAZUL,2017,6,TAURAMENA,CUSIANA,B,O,43.14,0.2,6898.84,1379.77,176007461.15,2957.1,Ley 141 20%
2681,CASANARE,AGUAZUL,2017,6,TAURAMENA,CUSIANA,B,G,3.53,0.2,83716.92,16743.38,174989769.51,2957.1,Ley 141 20%
2682,CASANARE,AGUAZUL,2017,6,TAURAMENA,CUSIANA,B,O,43.14,0.2,8896.04,1779.21,226961259.21,2957.1,Ley 141 20%
2683,CASANARE,AGUAZUL,2017,7,CASANARE,LA GLORIA,B,O,33.1,0.2,7772.59,1554.52,156249148.55,3036.58,Ley 141 20%
2684,CASANARE,AGUAZUL,2017,7,CUSIANA NORTE,CUSIANA NORTE,B,G,3.49,0.2,55952.93,11190.59,118509119.52,3036.58,Ley 141 20%
2685,CASANARE,AGUAZUL,2017,7,CUSIANA NORTE,CUSIANA NORTE,B,O,44.23,0.2,6109.64,1221.93,164096071.79,3036.58,Ley 141 20%
2686,CASANARE,AGUAZUL,2017,7,CUSIANA NORTE,CUSIANA NORTE,B,G,3.49,0.2,216505.48,43301.1,458561756.54,3036.58,Ley 141 20%
2687,CASANARE,AGUAZUL,2017,7,CUSIANA NORTE,CUSIANA NORTE,B,O,44.23,0.2,5521.31,1104.26,148294381.09,3036.58,Ley 141 20%
2688,CASANARE,AGUAZUL,2017,7,CUSIANA NORTE,CUSIANA NORTE,B,G,3.49,0.2,179115.8,35823.16,379369870.52,3036.58,Ley 141 20%
2689,CASANARE,AGUAZUL,2017,7,CUSIANA NORTE,CUSIANA NORTE,B,O,44.23,0.2,5897,1179.4,158384869.57,3036.58,Ley 141 20%
2690,CASANARE,AGUAZUL,2017,7,CUSIANA NORTE,CUSIANA NORTE,B,G,3.49,0.2,1672501.06,334500.21,3542381579.96,3036.58,Ley 141 20%
2691,CASANARE,AGUAZUL,2017,7,CUSIANA NORTE,CUSIANA NORTE,B,O,44.23,0.2,20689.23,4137.85,555682720.37,3036.58,Ley 141 20%
2692,CASANARE,AGUAZUL,2017,7,E&P LLANOS 22,RAMIRIQUI,B,G,4.18,0.06,61036.65,3906.35,49528306.36,3036.58,Ley 756 8% variable
2693,CASANARE,AGUAZUL,2017,7,E&P LLANOS 22,RAMIRIQUI,QB,G,4.18,0.06,52543.5,3362.78,42636523.55,3036.58,Ley 756 8% variable
2694,CASANARE,AGUAZUL,2017,7,E&P LLANOS 22,RAMIRIQUI,B,O,36.51,0.08,72806.82,5824.55,645789122.61,3036.58,Ley 756 8% variable
2695,CASANARE,AGUAZUL,2017,7,E&P LLANOS 26,RUMBA,B,O,34.78,0.08,84207,6736.56,711475548.51,3036.58,Ley 756 8% variable
2696,CASANARE,AGUAZUL,2017,7,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,G,3.63,0.2,123,24.6,270899.04,3036.58,Ley 141 20%
2697,CASANARE,AGUAZUL,2017,7,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,G,3.63,0.12,123,14.76,162539.44,3036.58,ARTICULO 39 LEY 756
2698,CASANARE,AGUAZUL,2017,7,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,I,G,3.63,0.08,144682,11138.44,122658265.05,3036.58,Ley 756 8% variable
2699,CASANARE,AGUAZUL,2017,7,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,O,44.5,0.2,5001,1000.2,135164554.01,3036.58,Ley 141 20%
2700,CASANARE,AGUAZUL,2017,7,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,O,44.5,0.12,5001,600.12,81098732.74,3036.58,ARTICULO 39 LEY 756
2701,CASANARE,AGUAZUL,2017,7,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,I,O,44.5,0.08,2303,184.24,24897737.78,3036.58,Ley 756 8% variable
2702,CASANARE,AGUAZUL,2017,7,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,G,3.63,0.2,189.2,37.84,416699.89,3036.58,Ley 141 20%
2703,CASANARE,AGUAZUL,2017,7,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,G,3.63,0.12,189.2,22.7,250020.02,3036.58,ARTICULO 39 LEY 756
2704,CASANARE,AGUAZUL,2017,7,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,I,G,3.63,0.08,223597.14,17213.78,189560810.99,3036.58,Ley 756 8% variable
2705,CASANARE,AGUAZUL,2017,7,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,O,44.5,0.2,14893.49,2978.7,402533881.32,3036.58,Ley 141 20%
2706,CASANARE,AGUAZUL,2017,7,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,O,44.5,0.12,14893.49,1787.22,241520328.94,3036.58,ARTICULO 39 LEY 756
2707,CASANARE,AGUAZUL,2017,7,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,I,O,44.5,0.08,6858.62,548.69,74148555.51,3036.58,Ley 756 8% variable
2708,CASANARE,AGUAZUL,2017,7,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,G,3.63,0.2,467.44,93.49,1029504.31,3036.58,Ley 141 20%
2709,CASANARE,AGUAZUL,2017,7,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,G,3.63,0.12,467.44,56.09,617702.74,3036.58,ARTICULO 39 LEY 756
2710,CASANARE,AGUAZUL,2017,7,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,I,G,3.63,0.08,551661.58,42470.04,467686735.8,3036.58,Ley 756 8% variable
2711,CASANARE,AGUAZUL,2017,7,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,O,44.5,0.2,17737.1,3547.42,479389566.12,3036.58,Ley 141 20%
2712,CASANARE,AGUAZUL,2017,7,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,O,44.5,0.12,17737.1,2128.45,287633739.74,3036.58,ARTICULO 39 LEY 756
2713,CASANARE,AGUAZUL,2017,7,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,I,O,44.5,0.08,8168.43,653.47,88308914.1,3036.58,Ley 756 8% variable
2714,CASANARE,AGUAZUL,2017,7,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,G,3.63,0.2,13.91,2.78,30635.43,3036.58,Ley 141 20%
2715,CASANARE,AGUAZUL,2017,7,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,G,3.63,0.12,13.91,1.67,18381.5,3036.58,ARTICULO 39 LEY 756
2716,CASANARE,AGUAZUL,2017,7,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,I,G,3.63,0.08,16321.56,1256.53,13837064.87,3036.58,Ley 756 8% variable
2717,CASANARE,AGUAZUL,2017,7,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,O,44.5,0.2,696.99,139.4,18837900.67,3036.58,Ley 141 20%
2718,CASANARE,AGUAZUL,2017,7,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,O,44.5,0.12,696.99,83.64,11302740.6,3036.58,ARTICULO 39 LEY 756
2719,CASANARE,AGUAZUL,2017,7,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,I,O,44.5,0.08,321.37,25.71,3474331.7,3036.58,Ley 756 8% variable
2720,CASANARE,AGUAZUL,2017,7,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,G,3.63,0.2,1423.2,284.64,3134500.33,3036.58,Ley 141 20%
2721,CASANARE,AGUAZUL,2017,7,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,G,3.63,0.12,1423.2,170.78,1880700.29,3036.58,ARTICULO 39 LEY 756
2722,CASANARE,AGUAZUL,2017,7,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,I,G,3.63,0.08,1680281.62,129357.61,1424506354.53,3036.58,Ley 756 8% variable
2723,CASANARE,AGUAZUL,2017,7,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,O,44.5,0.2,55538.79,11107.76,1501074946.45,3036.58,Ley 141 20%
2724,CASANARE,AGUAZUL,2017,7,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,O,44.5,0.12,55538.79,6664.65,900644968.36,3036.58,ARTICULO 39 LEY 756
2725,CASANARE,AGUAZUL,2017,7,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,I,O,44.5,0.08,25577.21,2046.18,276515272.56,3036.58,Ley 756 8% variable
2726,CASANARE,AGUAZUL,2017,7,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,G,3.63,0.2,31.3,6.26,68935.96,3036.58,Ley 141 20%
2727,CASANARE,AGUAZUL,2017,7,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,G,3.63,0.12,31.3,3.76,41361.66,3036.58,ARTICULO 39 LEY 756
2728,CASANARE,AGUAZUL,2017,7,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,I,G,3.63,0.08,37187.47,2862.9,31526731.32,3036.58,Ley 756 8% variable
2729,CASANARE,AGUAZUL,2017,7,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,O,44.5,0.2,1144.26,228.85,30926492.59,3036.58,Ley 141 20%
